TITLE = "vorticityexample"
VARIABLES = "x", "y", "u", "v"
ZONE T="Body", I=140, J=200, F=POINT
-5 -7 0.997748 -0.0325953
-5 -6.9 0.997524 -0.0328941
-5 -6.8 0.997365 -0.0333066
-5 -6.7 0.997169 -0.0338668
-5 -6.6 0.996852 -0.0345135
-5 -6.5 0.996413 -0.0351669
-5 -6.4 0.995889 -0.0357888
-5 -6.3 0.995314 -0.0363738
-5 -6.2 0.994704 -0.0369282
-5 -6.1 0.994069 -0.0374595
-5 -6 0.993411 -0.0379736
-5 -5.9 0.992731 -0.0384742
-5 -5.8 0.992028 -0.0389638
-5 -5.7 0.991301 -0.0394435
-5 -5.6 0.99055 -0.039914
-5 -5.5 0.989772 -0.0403752
-5 -5.4 0.988967 -0.0408268
-5 -5.3 0.988134 -0.0412679
-5 -5.2 0.987272 -0.0416977
-5 -5.1 0.98638 -0.0421151
-5 -5 0.985456 -0.0425187
-5 -4.9 0.984501 -0.0429071
-5 -4.8 0.983513 -0.0432787
-5 -4.7 0.982492 -0.0436319
-5 -4.6 0.981438 -0.0439648
-5 -4.5 0.980349 -0.0442754
-5 -4.4 0.979226 -0.0445617
-5 -4.3 0.978068 -0.0448215
-5 -4.2 0.976875 -0.0450526
-5 -4.1 0.975647 -0.0452525
-5 -4 0.974384 -0.0454187
-5 -3.9 0.973087 -0.0455486
-5 -3.8 0.971755 -0.0456395
-5 -3.7 0.97039 -0.0456885
-5 -3.6 0.968991 -0.0456929
-5 -3.5 0.967561 -0.0456495
-5 -3.4 0.966101 -0.0455554
-5 -3.3 0.964611 -0.0454073
-5 -3.2 0.963094 -0.0452023
-5 -3.1 0.961551 -0.044937
-5 -3 0.959985 -0.0446084
-5 -2.9 0.958398 -0.0442133
-5 -2.8 0.956794 -0.0437485
-5 -2.7 0.955175 -0.0432112
-5 -2.6 0.953546 -0.0425985
-5 -2.5 0.95191 -0.0419075
-5 -2.4 0.950271 -0.0411359
-5 -2.3 0.948634 -0.0402812
-5 -2.2 0.947004 -0.0393416
-5 -2.1 0.945386 -0.0383154
-5 -2 0.943786 -0.037201
-5 -1.9 0.942209 -0.0359977
-5 -1.8 0.940662 -0.0347049
-5 -1.7 0.93915 -0.0333226
-5 -1.6 0.937681 -0.0318511
-5 -1.5 0.936261 -0.0302916
-5 -1.4 0.934896 -0.0286454
-5 -1.3 0.933593 -0.0269149
-5 -1.2 0.932358 -0.0251026
-5 -1.1 0.931199 -0.023212
-5 -1 0.930121 -0.0212471
-5 -0.9 0.92913 -0.0192124
-5 -0.8 0.928233 -0.0171132
-5 -0.7 0.927435 -0.0149554
-5 -0.6 0.926741 -0.0127454
-5 -0.5 0.926155 -0.01049
-5 -0.4 0.925681 -0.00819663
-5 -0.3 0.925322 -0.00587314
-5 -0.2 0.925081 -0.00352766
-5 -0.1 0.92496 -0.00116856
-5 -8.13238e-15 0.92496 0.00119558
-5 0.1 0.92508 0.00355614
-5 0.2 0.925321 0.00590452
-5 0.3 0.925681 0.00823222
-5 0.4 0.926158 0.010531
-5 0.5 0.926749 0.0127929
-5 0.6 0.92745 0.0150104
-5 0.7 0.928257 0.0171764
-5 0.8 0.929165 0.0192841
-5 0.9 0.930168 0.0213274
-5 1 0.931261 0.0233004
-5 1.1 0.932437 0.0251982
-5 1.2 0.933689 0.0270162
-5 1.3 0.935011 0.0287507
-5 1.4 0.936395 0.0303986
-5 1.5 0.937836 0.0319576
-5 1.6 0.939326 0.0334261
-5 1.7 0.940858 0.034803
-5 1.8 0.942426 0.036088
-5 1.9 0.944022 0.0372811
-5 2 0.945642 0.038383
-5 2.1 0.947278 0.0393947
-5 2.2 0.948925 0.0403177
-5 2.3 0.950578 0.041154
-5 2.4 0.952231 0.0419056
-5 2.5 0.95388 0.042575
-5 2.6 0.95552 0.0431649
-5 2.7 0.957148 0.0436783
-5 2.8 0.958759 0.0441181
-5 2.9 0.960351 0.0444876
-5 3 0.96192 0.0447901
-5 3.1 0.963464 0.0450288
-5 3.2 0.96498 0.0452071
-5 3.3 0.966467 0.0453283
-5 3.4 0.967922 0.0453958
-5 3.5 0.969345 0.0454128
-5 3.6 0.970734 0.0453825
-5 3.7 0.972089 0.0453079
-5 3.8 0.973408 0.0451922
-5 3.9 0.97469 0.0450381
-5 4 0.975937 0.0448486
-5 4.1 0.977147 0.0446261
-5 4.2 0.978321 0.0443732
-5 4.3 0.979458 0.0440924
-5 4.4 0.980559 0.0437857
-5 4.5 0.981623 0.0434554
-5 4.6 0.982652 0.0431033
-5 4.7 0.983644 0.0427313
-5 4.8 0.9846 0.0423413
-5 4.9 0.985521 0.0419354
-5 5 0.986404 0.0415158
-5 5.1 0.987251 0.0410855
-5 5.2 0.988063 0.0406477
-5 5.3 0.98884 0.040206
-5 5.4 0.989587 0.0397627
-5 5.5 0.990306 0.0393187
-5 5.6 0.991 0.0388736
-5 5.7 0.991672 0.0384264
-5 5.8 0.99232 0.0379764
-5 5.9 0.992947 0.0375233
-5 6 0.99355 0.0370674
-5 6.1 0.994131 0.0366094
-5 6.2 0.994689 0.03615
-5 6.3 0.995225 0.03569
-5 6.4 0.99574 0.0352302
-5 6.5 0.996234 0.0347712
-5 6.6 0.996708 0.0343136
-5 6.7 0.997162 0.0338581
-5 6.8 0.997598 0.033405
-5 6.9 0.998015 0.0329548
-5 7 0.998415 0.0325079
-4.9 -7 0.99796 -0.0328817
-4.9 -6.9 0.997814 -0.0330349
-4.9 -6.8 0.997879 -0.0333989
-4.9 -6.7 0.997869 -0.0340979
-4.9 -6.6 0.997582 -0.0349226
-4.9 -6.5 0.997094 -0.0356897
